Date,Marketing Channel,Impressions,Clicks,Leads,Qualified Leads,Sales Calls,Customers,Revenue,Ad Spend
2025-02-17,Email Marketing,3896,576,179,105,86,31,176484.5,1882.48
2025-02-17,Facebook Ads,16792,353,55,28,19,4,18659.65,4517.73
2025-02-17,Google Ads,11740,370,94,51,38,10,60021.5,7478.78
2025-02-17,Instagram Ads,7622,137,29,13,9,2,9273.34,1149.83
2025-02-17,LinkedIn Ads,5003,110,22,14,10,3,37780.51,3448.51
2025-02-17,Organic Search,9578,484,104,57,40,15,133584.18,1119.74
2025-02-17,Referral,2810,302,123,91,73,29,257257.44,663.82
2025-02-17,YouTube Ads,9539,146,22,10,6,1,5220.01,2491.68
2025-02-18,Email Marketing,4293,473,176,96,77,27,148069.19,1850.88
2025-02-18,Facebook Ads,16838,475,80,39,29,7,28215.53,5157.1
2025-02-18,Google Ads,8129,309,80,50,42,10,78342.09,4804.42
2025-02-18,Instagram Ads,13412,215,36,18,12,3,15434.76,1788.75
2025-02-18,LinkedIn Ads,5908,130,23,15,10,3,36510.31,6277.83
2025-02-18,Organic Search,12426,542,117,68,52,18,119577.95,811.24
2025-02-18,Referral,1812,226,91,63,53,24,173842.74,530.14
2025-02-18,YouTube Ads,11660,312,64,30,22,4,20934.27,3744.88
2025-02-19,Email Marketing,6822,741,270,155,118,37,198737.86,1638.7
2025-02-19,Facebook Ads,11226,230,55,27,20,4,17987.07,2854.7
2025-02-19,Google Ads,12428,647,163,83,62,21,138914.91,12839.38
2025-02-19,Instagram Ads,14760,278,47,22,16,2,8769.53,3550.95
2025-02-19,LinkedIn Ads,3775,77,16,10,7,2,21053.93,3737.75
2025-02-19,Organic Search,11977,901,238,135,93,35,236245.48,1459.27
2025-02-19,Referral,2545,390,169,115,99,47,457844.17,630.08
2025-02-19,YouTube Ads,11669,192,33,14,10,2,9570.92,2116.93
2025-02-20,Email Marketing,4226,355,120,68,52,20,122275.14,1366.36
2025-02-20,Facebook Ads,13270,320,53,26,17,4,16940.41,3074.3
2025-02-20,Google Ads,10533,474,103,64,51,17,123166.15,10706.54
2025-02-20,Instagram Ads,8818,106,20,9,6,1,3838.26,804.0
2025-02-20,LinkedIn Ads,2662,100,20,13,9,2,26077.53,4038.45
2025-02-20,Organic Search,9741,556,135,76,58,21,151953.36,1112.13
2025-02-20,Referral,3611,589,266,175,147,60,445711.55,986.23
2025-02-20,YouTube Ads,9844,139,24,11,6,1,4036.25,1972.79
2025-02-21,Email Marketing,6241,531,179,112,88,35,197481.35,1952.58
2025-02-21,Facebook Ads,16681,384,89,46,35,8,44664.93,3968.79
2025-02-21,Google Ads,12927,414,102,59,46,14,70419.11,6844.55
2025-02-21,Instagram Ads,11964,178,36,18,12,2,10814.15,1729.23
2025-02-21,LinkedIn Ads,5607,134,25,18,13,4,41331.29,6614.42
2025-02-21,Organic Search,7981,431,99,50,36,14,111582.64,1054.0
2025-02-21,Referral,3126,315,132,94,77,30,279552.86,821.83
2025-02-21,YouTube Ads,8838,100,20,8,5,1,5036.02,1803.0
2025-02-22,Email Marketing,5934,587,216,124,104,37,204943.88,1745.47
2025-02-22,Facebook Ads,16063,423,88,43,33,8,34503.63,5256.51
2025-02-22,Google Ads,5442,272,71,43,31,8,57999.47,6229.91
2025-02-22,Instagram Ads,10381,243,37,15,9,1,4649.7,2066.57
2025-02-22,LinkedIn Ads,4786,144,28,17,13,4,53190.22,6686.87
2025-02-22,Organic Search,6560,444,96,53,37,15,125011.14,1167.67
2025-02-22,Referral,2790,331,135,97,79,35,272255.53,351.62
2025-02-22,YouTube Ads,4450,122,20,8,4,0,0.0,1614.09
2025-02-23,Email Marketing,6107,753,268,164,137,49,342086.56,2818.37
2025-02-23,Facebook Ads,7486,122,30,13,9,2,11990.51,1708.75
2025-02-23,Google Ads,11799,469,136,88,72,24,161522.57,7733.85
2025-02-23,Instagram Ads,8207,103,17,6,3,0,0.0,1286.08
2025-02-23,LinkedIn Ads,2763,91,18,10,8,2,20389.38,4117.39
2025-02-23,Organic Search,10888,628,161,86,60,24,210898.05,1793.8
2025-02-23,Referral,1721,262,110,82,72,33,301794.92,683.51
2025-02-23,YouTube Ads,7779,86,15,6,4,0,0.0,1669.86
2025-02-24,Email Marketing,3158,346,106,64,53,20,108449.27,1376.09
2025-02-24,Facebook Ads,10152,259,50,25,19,4,22232.82,2106.71
2025-02-24,Google Ads,10003,507,136,81,60,15,101968.6,10322.22
2025-02-24,Instagram Ads,13706,317,65,32,24,5,23018.87,3302.97
2025-02-24,LinkedIn Ads,2614,82,17,12,9,3,30779.84,3042.08
2025-02-24,Organic Search,13766,1038,223,127,90,38,231422.96,3108.27
2025-02-24,Referral,3692,599,297,206,178,72,518475.57,1000.66
2025-02-24,YouTube Ads,11827,311,65,31,18,3,13264.76,3330.92
2025-02-25,Email Marketing,5903,681,214,131,101,35,207170.88,1530.08
2025-02-25,Facebook Ads,19613,423,75,38,26,5,21296.79,4072.45
2025-02-25,Google Ads,7293,321,72,37,26,6,43667.27,7617.58
2025-02-25,Instagram Ads,9821,173,32,12,7,1,4485.29,1388.92
2025-02-25,LinkedIn Ads,5458,126,23,15,11,3,32057.23,5805.59
2025-02-25,Organic Search,8758,638,130,70,51,21,168034.38,1370.79
2025-02-25,Referral,3331,620,267,187,161,80,649152.14,1723.0
2025-02-25,YouTube Ads,6366,125,25,10,6,1,5719.59,1701.75
2025-02-26,Email Marketing,5783,804,305,173,141,45,303666.46,2134.32
2025-02-26,Facebook Ads,14812,350,69,34,23,5,26616.67,3711.82
2025-02-26,Google Ads,9068,361,88,54,38,10,55264.75,8488.72
2025-02-26,Instagram Ads,8553,180,26,10,6,1,4371.42,2300.4
2025-02-26,LinkedIn Ads,5708,224,53,32,24,9,93915.77,8365.91
2025-02-26,Organic Search,8247,416,83,48,37,15,96842.19,1040.22
2025-02-26,Referral,2374,320,131,91,79,31,236301.31,506.53
2025-02-26,YouTube Ads,6667,187,34,14,9,1,4859.97,2781.19
2025-02-27,Email Marketing,6753,599,225,129,105,37,213661.87,2867.67
2025-02-27,Facebook Ads,12084,273,57,30,21,5,20349.12,2280.01
2025-02-27,Google Ads,10969,657,181,101,83,22,123493.59,9398.15
2025-02-27,Instagram Ads,13062,248,50,20,12,2,7798.46,2148.26
2025-02-27,LinkedIn Ads,4898,108,26,16,11,3,35881.4,4971.12
2025-02-27,Organic Search,6595,268,71,39,30,11,66993.43,452.96
2025-02-27,Referral,3884,647,319,215,180,84,801723.53,1057.91
2025-02-27,YouTube Ads,11630,322,64,25,16,3,16296.3,3253.12
2025-02-28,Email Marketing,3034,287,105,62,48,18,122730.31,1345.08
2025-02-28,Facebook Ads,12120,333,81,34,23,6,25108.33,2808.08
2025-02-28,Google Ads,12062,587,175,95,71,18,104096.62,10817.23
2025-02-28,Instagram Ads,8790,189,27,13,8,1,4741.92,1649.33
2025-02-28,LinkedIn Ads,4647,162,41,28,23,8,82224.22,7312.84
2025-02-28,Organic Search,8824,596,132,68,47,18,152871.26,1108.51
2025-02-28,Referral,1359,235,106,71,58,24,199236.76,515.16
2025-02-28,YouTube Ads,6150,75,14,6,3,0,0.0,1244.0
2025-03-01,Email Marketing,2763,231,85,50,38,13,80018.43,637.23
2025-03-01,Facebook Ads,14970,248,51,23,15,4,16537.87,2356.71
2025-03-01,Google Ads,11228,527,140,88,66,18,134633.76,7434.97
2025-03-01,Instagram Ads,11511,274,36,16,11,2,9871.9,2248.9
2025-03-01,LinkedIn Ads,2707,104,27,20,15,5,58687.97,4016.97
2025-03-01,Organic Search,7847,572,151,82,59,22,153659.85,1493.74
2025-03-01,Referral,1383,150,67,46,39,16,150803.48,264.3
2025-03-01,YouTube Ads,9150,161,29,11,8,1,5367.73,3113.34
2025-03-02,Email Marketing,3216,443,134,79,60,23,125643.51,1626.31
2025-03-02,Facebook Ads,14090,225,43,17,12,3,12460.82,2842.3
2025-03-02,Google Ads,8768,271,67,37,26,8,53492.53,6425.82
2025-03-02,Instagram Ads,9266,192,31,15,11,2,8621.35,1845.93
2025-03-02,LinkedIn Ads,2059,55,12,8,6,1,10908.89,2084.79
2025-03-02,Organic Search,8943,619,171,89,69,30,237187.29,1753.53
2025-03-02,Referral,2456,344,163,114,96,42,397883.41,847.27
2025-03-02,YouTube Ads,5121,136,25,11,7,1,4502.34,2604.48
2025-03-03,Email Marketing,5085,463,146,86,71,27,156227.61,1042.85
2025-03-03,Facebook Ads,8076,239,58,26,19,4,22443.44,3034.74
2025-03-03,Google Ads,13442,598,150,81,63,17,98871.93,8606.83
2025-03-03,Instagram Ads,17414,320,64,26,20,3,15357.04,3591.9
2025-03-03,LinkedIn Ads,4752,106,29,18,14,4,50929.17,3831.3
2025-03-03,Organic Search,6902,280,70,39,27,10,85048.42,293.28
2025-03-03,Referral,3924,445,188,138,120,53,377263.3,490.05
2025-03-03,YouTube Ads,9017,161,24,10,6,1,4080.52,2103.36
2025-03-04,Email Marketing,5859,799,300,169,129,42,244310.27,2463.5
2025-03-04,Facebook Ads,12496,290,44,20,15,4,17808.63,2775.37
2025-03-04,Google Ads,10883,456,135,78,57,18,138829.14,7622.0
2025-03-04,Instagram Ads,15990,429,59,26,17,4,16889.01,3253.83
2025-03-04,LinkedIn Ads,5009,105,24,15,11,3,32420.51,4262.88
2025-03-04,Organic Search,12117,512,103,55,42,15,101692.27,1168.9
2025-03-04,Referral,3658,693,297,199,163,69,653995.39,1624.92
2025-03-04,YouTube Ads,9711,257,45,16,11,2,9082.58,4295.17
2025-03-05,Email Marketing,7327,638,199,128,104,40,254118.7,1896.77
2025-03-05,Facebook Ads,18393,355,69,34,24,5,25642.32,3660.76
2025-03-05,Google Ads,5812,347,74,47,39,12,80801.05,7146.2
2025-03-05,Instagram Ads,16356,249,53,25,18,4,15329.6,3101.7
2025-03-05,LinkedIn Ads,5273,109,29,21,15,4,45060.53,4938.49
2025-03-05,Organic Search,11348,727,185,103,75,28,187006.88,1844.52
2025-03-05,Referral,3077,379,175,126,101,41,361537.63,478.28
2025-03-05,YouTube Ads,10946,119,23,9,6,1,4930.67,1585.05
2025-03-06,Email Marketing,4479,358,117,66,53,19,95617.25,1353.38
2025-03-06,Facebook Ads,11551,288,71,28,21,5,25002.79,3440.86
2025-03-06,Google Ads,5136,166,37,18,14,4,22095.77,3233.92
2025-03-06,Instagram Ads,7763,104,19,8,6,1,5229.44,832.31
2025-03-06,LinkedIn Ads,3173,96,23,16,13,4,58918.49,4184.9
2025-03-06,Organic Search,12559,664,168,93,67,24,203869.32,789.39
2025-03-06,Referral,3755,619,254,175,149,71,497006.54,765.35
2025-03-06,YouTube Ads,9984,171,28,9,6,1,5131.49,3347.55
2025-03-07,Email Marketing,5499,721,260,147,110,36,224431.63,2400.28
2025-03-07,Facebook Ads,11779,193,32,17,12,3,17973.41,2724.26
2025-03-07,Google Ads,10144,330,84,46,36,10,52848.96,5412.99
2025-03-07,Instagram Ads,13409,335,53,22,14,3,13291.44,3944.74
2025-03-07,LinkedIn Ads,2532,82,15,10,8,2,28728.59,3695.69
2025-03-07,Organic Search,13649,653,137,81,56,22,167730.71,1417.75
2025-03-07,Referral,1258,132,54,38,31,13,122982.63,300.37
2025-03-07,YouTube Ads,5291,105,20,7,4,0,0.0,1992.83
2025-03-08,Email Marketing,6790,757,253,149,113,43,248305.6,2456.07
2025-03-08,Facebook Ads,10457,299,45,20,13,3,13988.11,3861.51
2025-03-08,Google Ads,9206,477,112,66,50,13,86702.12,10025.29
2025-03-08,Instagram Ads,12267,224,44,19,12,3,12122.68,1961.38
2025-03-08,LinkedIn Ads,3687,145,31,18,13,4,53162.04,4819.58
2025-03-08,Organic Search,10146,585,147,74,57,25,221592.44,1344.06
2025-03-08,Referral,1236,182,83,58,47,20,163504.55,228.16
2025-03-08,YouTube Ads,5217,128,21,7,4,0,0.0,2396.05
2025-03-09,Email Marketing,5017,730,268,160,132,52,362182.21,1508.32
2025-03-09,Facebook Ads,8263,142,27,13,8,2,10346.5,1886.6
2025-03-09,Google Ads,7186,388,98,50,39,13,76556.71,6969.69
2025-03-09,Instagram Ads,13695,181,31,14,10,2,11363.52,1618.05
2025-03-09,LinkedIn Ads,2122,79,21,13,10,3,37744.25,3010.57
2025-03-09,Organic Search,5758,417,92,47,34,14,86291.75,734.71
2025-03-09,Referral,2378,452,198,132,108,43,407597.96,1193.72
2025-03-09,YouTube Ads,7748,132,27,11,7,1,5197.13,2355.42
2025-03-10,Email Marketing,7390,879,348,193,146,44,267631.77,2246.58
2025-03-10,Facebook Ads,8715,209,47,22,15,3,14651.0,1789.19
2025-03-10,Google Ads,9141,536,136,80,58,18,99981.27,10567.82
2025-03-10,Instagram Ads,8797,131,19,8,4,0,0.0,1386.24
2025-03-10,LinkedIn Ads,3531,129,25,16,11,3,38490.28,5350.57
2025-03-10,Organic Search,11810,493,135,78,55,19,121235.83,660.51
2025-03-10,Referral,1369,207,87,59,51,23,170836.4,599.88
2025-03-10,YouTube Ads,7674,161,25,8,5,1,4979.29,2271.37
2025-03-11,Email Marketing,4670,612,209,127,105,39,199650.15,2814.75
2025-03-11,Facebook Ads,11784,246,42,17,11,3,15281.57,3134.73
2025-03-11,Google Ads,9154,281,65,34,24,8,57487.75,5618.2
2025-03-11,Instagram Ads,12225,327,44,18,11,2,8562.68,4560.87
2025-03-11,LinkedIn Ads,5497,201,40,26,20,7,97970.53,6757.19
2025-03-11,Organic Search,12228,557,129,71,51,20,128113.04,1667.13
2025-03-11,Referral,3026,422,174,115,100,48,478780.72,1187.54
2025-03-11,YouTube Ads,6458,110,21,8,5,0,0.0,1753.16
2025-03-12,Email Marketing,3457,427,151,89,71,27,136218.48,1105.45
2025-03-12,Facebook Ads,17362,407,71,35,25,6,31321.3,5350.09
2025-03-12,Google Ads,6614,292,74,43,31,10,60644.96,4161.58
2025-03-12,Instagram Ads,12369,174,26,11,7,1,3812.93,1569.01
2025-03-12,LinkedIn Ads,3984,102,25,15,11,4,49432.99,3415.79
2025-03-12,Organic Search,13754,867,235,131,101,39,340825.85,2167.26
2025-03-12,Referral,2716,320,136,91,73,31,271683.22,675.29
2025-03-12,YouTube Ads,7985,178,27,9,5,1,4566.57,2160.91
2025-03-13,Email Marketing,5053,478,190,116,97,32,209014.95,2077.23
2025-03-13,Facebook Ads,9845,278,54,26,19,5,29969.49,4037.17
2025-03-13,Google Ads,9003,489,98,58,46,15,75906.2,11407.16
2025-03-13,Instagram Ads,14921,247,51,19,12,3,12723.91,2171.96
2025-03-13,LinkedIn Ads,2552,94,21,14,10,3,34688.97,4248.81
2025-03-13,Organic Search,12224,961,222,113,85,35,231715.88,2066.27
2025-03-13,Referral,2513,329,145,103,88,37,288876.93,595.7
2025-03-13,YouTube Ads,6390,164,35,14,9,2,8731.25,3027.64
2025-03-14,Email Marketing,7728,787,303,170,139,52,286240.73,3174.1
2025-03-14,Facebook Ads,17705,498,89,47,36,9,48425.81,4495.38
2025-03-14,Google Ads,14562,601,140,71,54,14,83311.59,9907.72
2025-03-14,Instagram Ads,17395,398,63,28,20,4,17696.51,3120.19
2025-03-14,LinkedIn Ads,5209,193,37,27,20,7,98418.12,8692.05
2025-03-14,Organic Search,13857,647,132,75,55,23,149611.22,1143.12
2025-03-14,Referral,3509,543,227,163,135,62,588139.87,1043.54
2025-03-14,YouTube Ads,10806,261,41,19,13,2,11517.12,3557.39
2025-03-15,Email Marketing,4314,472,178,101,84,30,177481.72,1537.26
2025-03-15,Facebook Ads,9559,179,43,19,14,3,12064.29,1606.49
2025-03-15,Google Ads,10415,347,83,52,36,12,82729.54,7214.69
2025-03-15,Instagram Ads,11038,304,49,21,13,3,16679.49,3065.73
2025-03-15,LinkedIn Ads,3418,103,19,14,10,3,38930.5,4456.08
2025-03-15,Organic Search,7063,495,119,63,47,21,184003.56,925.91
2025-03-15,Referral,1729,182,76,52,41,16,152506.21,515.06
2025-03-15,YouTube Ads,8666,115,18,6,4,0,0.0,1645.12
2025-03-16,Email Marketing,5552,578,173,102,78,29,192996.37,1740.93
2025-03-16,Facebook Ads,9173,145,24,9,6,1,4888.37,1506.36
2025-03-16,Google Ads,8605,348,82,48,38,9,71846.92,4995.85
2025-03-16,Instagram Ads,12266,247,51,25,15,3,17333.04,2525.61
2025-03-16,LinkedIn Ads,3342,132,33,21,16,6,62921.01,6223.88
2025-03-16,Organic Search,5104,267,58,30,20,7,48118.58,563.66
2025-03-16,Referral,1914,263,128,94,77,33,325386.89,319.18
2025-03-16,YouTube Ads,4608,73,12,4,2,0,0.0,819.42
2025-03-17,Email Marketing,6227,566,200,111,87,29,160891.31,1199.6
2025-03-17,Facebook Ads,10963,305,50,26,16,4,23478.36,4082.76
2025-03-17,Google Ads,6238,200,58,30,24,7,55064.41,2955.71
2025-03-17,Instagram Ads,17001,426,89,36,23,4,18346.57,4106.37
2025-03-17,LinkedIn Ads,4178,96,23,14,10,3,41092.04,4409.17
2025-03-17,Organic Search,14600,1140,260,131,91,35,224825.9,3300.94
2025-03-17,Referral,3290,364,181,124,106,46,348498.22,820.94
2025-03-17,YouTube Ads,6022,173,37,17,11,2,9339.16,1849.43
2025-03-18,Email Marketing,3735,376,116,74,55,19,106691.81,891.02
2025-03-18,Facebook Ads,10360,192,34,16,11,2,11295.99,2023.2
2025-03-18,Google Ads,8137,399,94,49,38,12,64761.67,7110.67
2025-03-18,Instagram Ads,9244,180,36,14,8,2,10335.48,1692.09
2025-03-18,LinkedIn Ads,2101,71,15,9,7,2,20805.81,2679.27
2025-03-18,Organic Search,14334,666,184,95,73,29,222197.41,1844.13
2025-03-18,Referral,2603,311,129,95,77,33,264543.52,783.61
2025-03-18,YouTube Ads,11664,288,55,26,15,2,8907.91,4219.3
2025-03-19,Email Marketing,5728,540,177,110,87,27,173616.75,2646.98
2025-03-19,Facebook Ads,18914,445,100,52,36,8,37812.09,6202.99
2025-03-19,Google Ads,12439,716,173,95,80,23,139263.84,13525.59
2025-03-19,Instagram Ads,15733,425,79,38,28,7,27317.69,4150.28
2025-03-19,LinkedIn Ads,3607,120,27,19,14,5,68734.24,4047.41
2025-03-19,Organic Search,14614,834,198,116,86,36,264246.46,1254.62
2025-03-19,Referral,1370,165,66,43,37,15,142759.49,383.89
2025-03-19,YouTube Ads,8854,115,23,10,7,1,5147.13,2271.72
2025-03-20,Email Marketing,7650,894,291,161,132,41,248662.61,2600.04
2025-03-20,Facebook Ads,12723,281,66,29,22,4,22780.38,3775.96
2025-03-20,Google Ads,8416,416,86,54,38,10,67919.37,9217.5
2025-03-20,Instagram Ads,8999,169,24,11,7,1,4223.49,1415.44
2025-03-20,LinkedIn Ads,2165,57,13,9,7,2,27192.45,2796.56
2025-03-20,Organic Search,11079,709,151,81,61,27,236730.9,1740.78
2025-03-20,Referral,3286,523,219,156,131,60,515158.19,1035.32
2025-03-20,YouTube Ads,7341,149,24,11,6,0,0.0,2140.01
2025-03-21,Email Marketing,5884,519,157,87,72,22,129267.6,1108.3
2025-03-21,Facebook Ads,16845,261,51,22,17,3,16443.98,3097.99
2025-03-21,Google Ads,9377,359,91,50,41,14,83771.13,6829.51
2025-03-21,Instagram Ads,12335,164,35,15,10,2,9316.6,1703.06
2025-03-21,LinkedIn Ads,2299,50,13,8,5,1,10309.73,2268.75
2025-03-21,Organic Search,13595,686,160,80,58,23,160937.44,1469.28
2025-03-21,Referral,1946,215,93,61,52,25,239880.33,632.13
2025-03-21,YouTube Ads,9205,221,37,16,10,1,4563.84,3884.69
2025-03-22,Email Marketing,6412,854,313,181,139,52,283482.11,2922.79
2025-03-22,Facebook Ads,10301,286,58,27,17,3,14261.92,4217.3
2025-03-22,Google Ads,6953,401,82,46,38,11,63241.56,7805.09
2025-03-22,Instagram Ads,11590,153,29,14,9,1,5332.69,1694.02
2025-03-22,LinkedIn Ads,3081,115,28,20,16,5,55044.87,4162.29
2025-03-22,Organic Search,9817,408,92,50,34,15,95865.89,578.62
2025-03-22,Referral,1369,242,107,75,58,23,217349.21,457.78
2025-03-22,YouTube Ads,9517,111,20,9,5,1,5870.79,1258.4
2025-03-23,Email Marketing,4439,585,188,104,81,28,159868.65,1464.88
2025-03-23,Facebook Ads,14606,422,71,36,27,5,22827.65,4519.86
2025-03-23,Google Ads,10637,619,165,91,76,21,149150.93,10722.15
2025-03-23,Instagram Ads,8796,243,45,21,16,3,14007.19,3064.93
2025-03-23,LinkedIn Ads,4656,109,29,18,13,4,52164.23,4128.39
2025-03-23,Organic Search,8159,345,85,50,34,13,94354.05,803.67
2025-03-23,Referral,2637,372,167,108,91,42,340399.51,400.57
2025-03-23,YouTube Ads,10075,185,34,16,11,2,11457.47,3325.94
2025-03-24,Email Marketing,7940,904,287,183,145,53,270318.59,4475.83
2025-03-24,Facebook Ads,8825,205,39,20,13,3,12327.66,2440.28
2025-03-24,Google Ads,9568,423,100,64,51,13,83741.84,9572.32
2025-03-24,Instagram Ads,17690,357,55,24,18,3,12174.43,2980.5
2025-03-24,LinkedIn Ads,3191,113,25,15,11,3,35145.4,5514.23
2025-03-24,Organic Search,6870,472,105,54,36,12,76839.6,1203.11
2025-03-24,Referral,2403,385,170,110,94,37,358156.8,971.66
2025-03-24,YouTube Ads,8029,166,30,12,8,1,5230.14,2217.46
2025-03-25,Email Marketing,7803,917,276,158,125,46,321578.78,3850.92
2025-03-25,Facebook Ads,11390,218,41,22,14,3,12927.12,1870.01
2025-03-25,Google Ads,14269,839,210,119,88,30,202184.66,12944.21
2025-03-25,Instagram Ads,11835,238,36,15,9,1,5689.41,3276.29
2025-03-25,LinkedIn Ads,3339,104,28,16,13,5,54036.19,3309.96
2025-03-25,Organic Search,8587,528,128,69,48,21,157394.98,1429.1
2025-03-25,Referral,2809,344,156,112,93,46,373194.37,764.6
2025-03-25,YouTube Ads,10405,139,24,9,5,1,5588.03,2063.0
2025-03-26,Email Marketing,4604,537,198,114,93,28,161632.11,1153.41
2025-03-26,Facebook Ads,15779,357,69,37,27,7,35968.89,3204.49
2025-03-26,Google Ads,10764,433,121,64,46,13,65354.39,7191.48
2025-03-26,Instagram Ads,16547,352,68,29,17,3,16602.36,3436.0
2025-03-26,LinkedIn Ads,2975,117,32,20,15,5,61085.98,5771.9
2025-03-26,Organic Search,9181,483,115,61,42,15,108500.1,1424.76
2025-03-26,Referral,2334,367,182,122,103,48,348755.28,812.78
2025-03-26,YouTube Ads,9738,109,20,9,5,1,5687.63,1123.09
2025-03-27,Email Marketing,3304,426,128,75,58,21,117771.97,1831.26
2025-03-27,Facebook Ads,14537,245,43,18,12,2,8869.81,3167.41
2025-03-27,Google Ads,9603,350,74,47,33,8,54885.64,6117.38
2025-03-27,Instagram Ads,11033,201,43,22,16,3,13301.42,1502.73
2025-03-27,LinkedIn Ads,3067,92,23,16,13,4,46256.68,4024.51
2025-03-27,Organic Search,13304,688,162,92,70,31,247595.57,997.82
2025-03-27,Referral,2829,541,224,162,135,57,456075.8,1054.34
2025-03-27,YouTube Ads,9055,251,47,20,13,2,9968.01,3094.47
2025-03-28,Email Marketing,3727,526,185,110,83,30,199691.15,2421.7
2025-03-28,Facebook Ads,18412,471,75,38,29,8,42302.53,4143.75
2025-03-28,Google Ads,8102,287,71,38,28,8,62265.9,4400.53
2025-03-28,Instagram Ads,16177,343,64,28,19,3,11888.68,3935.15
2025-03-28,LinkedIn Ads,3740,96,22,13,10,3,31564.7,3193.64
2025-03-28,Organic Search,11634,500,104,52,36,13,93017.26,760.05
2025-03-28,Referral,3828,616,297,214,169,80,713385.88,954.92
2025-03-28,YouTube Ads,7386,221,37,14,10,1,5450.65,3749.68
2025-03-29,Email Marketing,3689,376,117,72,54,19,128851.62,1733.02
2025-03-29,Facebook Ads,13431,399,96,44,28,6,32417.99,5500.11
2025-03-29,Google Ads,11359,672,199,101,83,26,140011.29,13758.14
2025-03-29,Instagram Ads,10244,131,22,9,6,1,4850.64,1202.79
2025-03-29,LinkedIn Ads,1924,75,16,10,7,2,27153.22,3243.35
2025-03-29,Organic Search,8535,498,102,57,44,16,136264.29,917.62
2025-03-29,Referral,3086,383,174,116,91,44,408324.61,1011.51
2025-03-29,YouTube Ads,4540,122,22,8,5,0,0.0,2143.11
2025-03-30,Email Marketing,5177,697,258,163,123,46,256324.42,3173.13
2025-03-30,Facebook Ads,12642,345,63,28,20,4,21881.83,2824.26
2025-03-30,Google Ads,5836,208,45,22,17,5,25735.07,2948.4
2025-03-30,Instagram Ads,11799,251,49,23,14,3,12179.14,1978.58
2025-03-30,LinkedIn Ads,3999,148,40,27,20,6,77362.69,6846.04
2025-03-30,Organic Search,9999,525,145,72,53,19,124025.75,1272.83
2025-03-30,Referral,1450,216,106,71,56,26,253119.24,432.27
2025-03-30,YouTube Ads,5122,117,19,7,4,0,0.0,2053.15
2025-03-31,Email Marketing,3834,554,211,123,100,35,222786.98,2233.38
2025-03-31,Facebook Ads,18983,360,86,35,26,7,41556.58,3305.25
2025-03-31,Google Ads,9479,399,119,64,47,13,74840.59,7838.73
2025-03-31,Instagram Ads,11981,325,62,26,16,3,12263.21,2486.61
2025-03-31,LinkedIn Ads,2418,68,17,10,7,2,20976.1,2308.17
2025-03-31,Organic Search,11658,590,119,64,50,20,179497.46,1572.22
2025-03-31,Referral,1490,252,117,87,76,35,328848.36,374.78
2025-03-31,YouTube Ads,5749,147,31,12,8,1,4620.74,2113.51
2025-04-01,Email Marketing,7827,1127,394,248,189,75,399559.34,5514.48
2025-04-01,Facebook Ads,11215,321,68,34,23,6,28503.86,2631.19
2025-04-01,Google Ads,12621,733,215,113,93,30,156055.62,12115.3
2025-04-01,Instagram Ads,13894,199,40,16,11,2,8029.8,2223.29
2025-04-01,LinkedIn Ads,2067,78,16,11,9,2,26628.6,2753.67
2025-04-01,Organic Search,8694,382,84,48,34,12,107329.8,643.46
2025-04-01,Referral,2889,409,170,127,109,46,329814.33,466.32
2025-04-01,YouTube Ads,5842,126,27,11,7,1,5463.75,2152.82
2025-04-02,Email Marketing,3719,299,90,54,42,14,81835.23,604.69
2025-04-02,Facebook Ads,17792,382,87,42,32,7,36820.26,4671.91
2025-04-02,Google Ads,6739,275,72,36,27,8,51388.81,6589.62
2025-04-02,Instagram Ads,11591,165,22,8,6,1,5272.07,1399.29
2025-04-02,LinkedIn Ads,3280,98,19,14,11,4,55247.22,3737.28
2025-04-02,Organic Search,12462,719,185,96,74,30,201304.84,1022.08
2025-04-02,Referral,2884,527,232,156,135,63,533213.14,999.28
2025-04-02,YouTube Ads,6429,144,25,12,8,1,5833.51,2254.83
2025-04-03,Email Marketing,3547,523,166,102,79,29,184058.34,2264.83
2025-04-03,Facebook Ads,18978,380,93,44,32,8,38013.14,3384.15
2025-04-03,Google Ads,13008,566,153,89,68,18,103274.2,10549.88
2025-04-03,Instagram Ads,8090,177,30,14,8,1,5653.17,1742.45
2025-04-03,LinkedIn Ads,4841,137,31,18,15,5,64645.21,4892.01
2025-04-03,Organic Search,11530,872,179,95,67,30,245935.14,1551.1
2025-04-03,Referral,3054,370,156,105,86,36,346974.45,384.54
2025-04-03,YouTube Ads,11759,197,34,11,7,1,4319.33,2258.82
2025-04-04,Email Marketing,3715,300,107,68,55,21,127764.64,611.95
2025-04-04,Facebook Ads,12804,373,71,36,26,7,29223.84,5354.16
2025-04-04,Google Ads,12900,625,127,75,55,15,111492.08,13560.82
2025-04-04,Instagram Ads,17301,436,87,35,26,6,34227.12,3934.49
2025-04-04,LinkedIn Ads,2199,50,11,7,5,1,10222.94,2460.37
2025-04-04,Organic Search,10136,607,124,70,51,21,135411.04,1196.14
2025-04-04,Referral,2944,345,168,119,94,46,332059.99,702.67
2025-04-04,YouTube Ads,9387,141,29,13,9,1,5506.95,2051.49
2025-04-05,Email Marketing,6012,874,307,198,159,53,317256.17,3971.99
